ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10135,45,13,2266.2,7/2/2003 0:00,Shipped,USA,Small
10146,47,2,3155.58,9/3/2003 0:00,Shipped,USA,Medium
10159,21,8,1357.86,10/10/2003 0:00,Shipped,USA,Small
10169,38,8,2598.82,11/4/2003 0:00,Shipped,Australia,Small
10180,21,3,1057.56,11/11/2003 0:00,Shipped,France,Small
10191,43,9,3127.82,11/20/2003 0:00,Shipped,Germany,Medium
10211,46,8,2488.14,1/15/2004 0:00,Shipped,France,Small
10224,38,1,2220.72,2/21/2004 0:00,Shipped,France,Small
10237,26,1,1357.72,4/5/2004 0:00,Shipped,USA,Small
10252,31,5,1638.04,5/26/2004 0:00,Shipped,France,Small
10264,48,3,2626.08,6/30/2004 0:00,Shipped,USA,Small
10276,33,9,1661.88,8/2/2004 0:00,Shipped,USA,Small
10286,38,1,2173.6,8/28/2004 0:00,Shipped,France,Small
10299,39,3,2182.05,9/30/2004 0:00,Shipped,Finland,Small
10310,42,16,2819.88,10/16/2004 0:00,Shipped,Germany,Small
10319,44,4,2598.64,11/3/2004 0:00,Shipped,USA,Small
10330,29,2,2019.27,11/16/2004 0:00,Shipped,Philippines,Small
10342,26,8,1454.7,11/24/2004 0:00,Shipped,Australia,Small
10355,31,1,1657.57,12/7/2004 0:00,Shipped,Spain,Small
10363,32,12,2851.84,1/6/2005 0:00,Shipped,Finland,Small
10378,28,9,4609.64,2/10/2005 0:00,Shipped,Spain,Medium
10390,36,2,5079.96,3/4/2005 0:00,Shipped,USA,Medium
10403,36,1,1879.92,4/8/2005 0:00,Shipped,UK,Small
10106,41,17,4774.86,2/17/2003 0:00,Shipped,Italy,Medium
10119,27,8,2687.04,4/28/2003 0:00,Shipped,Austria,Small
10130,33,1,3423.75,6/16/2003 0:00,Shipped,USA,Medium
10143,34,12,3455.76,8/10/2003 0:00,Shipped,USA,Medium
10155,29,10,3622.97,10/6/2003 0:00,Shipped,Finland,Medium
10167,34,6,3599.58,10/23/2003 0:00,Cancelled,Sweden,Medium
10178,48,9,5386.56,11/8/2003 0:00,Shipped,France,Medium
10186,46,6,4918.78,11/14/2003 0:00,Shipped,UK,Medium
10197,22,3,2538.8,11/26/2003 0:00,Shipped,Spain,Small
10209,20,5,2498.6,1/9/2004 0:00,Shipped,USA,Small
10222,45,9,3858.75,2/19/2004 0:00,Shipped,USA,Medium
10249,46,5,5600.5,5/8/2004 0:00,Shipped,USA,Medium
10262,34,14,4103.46,6/24/2004 0:00,Cancelled,Spain,Medium
10273,50,1,4287.5,7/21/2004 0:00,Shipped,Belgium,Medium
10283,46,3,5795.54,8/20/2004 0:00,Shipped,Canada,Medium
10296,22,12,1863.4,9/15/2004 0:00,Shipped,Germany,Small
10307,48,6,4166.88,10/14/2004 0:00,Shipped,USA,Medium
10316,47,14,4080.07,11/1/2004 0:00,Shipped,UK,Medium
10328,34,6,3815.48,11/12/2004 0:00,Shipped,Italy,Medium
10338,45,2,5526.45,11/22/2004 0:00,Shipped,Belgium,Medium
10351,20,2,3374.6,12/3/2004 0:00,Shipped,UK,Medium
10373,50,6,3024.5,1/31/2005 0:00,Shipped,Finland,Medium
10386,22,6,1266.1,3/1/2005 0:00,Resolved,Spain,Small
10398,45,17,4811.85,3/30/2005 0:00,Shipped,France,Medium
10400,58,6,7307.42,4/1/2005 0:00,Shipped,USA,Large
10415,51,5,6209.25,5/9/2005 0:00,Disputed,Australia,Medium
10104,38,3,5348.5,1/31/2003 0:00,Shipped,Spain,Medium
10117,22,12,2780.58,4/16/2003 0:00,Shipped,Singapore,Small
10127,25,5,3447,6/3/2003 0:00,Shipped,USA,Medium
10142,24,15,3791.52,8/8/2003 0:00,Shipped,USA,Medium
10152,35,1,4524.1,9/25/2003 0:00,Shipped,Australia,Medium
10165,28,6,3337.6,10/22/2003 0:00,Shipped,Singapore,Medium
10176,36,5,5532.12,11/6/2003 0:00,Shipped,Italy,Medium
10185,39,16,5096.91,11/14/2003 0:00,Shipped,USA,Medium
10196,27,8,4537.08,11/26/2003 0:00,Shipped,USA,Medium
10207,40,1,6146.8,12/9/2003 0:00,Shipped,USA,Medium
10220,50,5,8258,2/12/2004 0:00,Shipped,Ireland,Large
10230,42,3,7238.28,3/15/2004 0:00,Shipped,Germany,Large
10247,48,5,6756,5/5/2004 0:00,Shipped,Finland,Medium
10272,25,5,3734,7/20/2004 0:00,Shipped,USA,Medium
10282,31,8,4674.8,8/20/2004 0:00,Shipped,USA,Medium
10292,44,2,7140.76,9/8/2004 0:00,Shipped,USA,Large
10306,23,16,3600.65,10/14/2004 0:00,Shipped,UK,Medium
10314,29,8,4206.74,10/22/2004 0:00,Shipped,Denmark,Medium
10324,49,13,5379.71,11/5/2004 0:00,Shipped,USA,Medium
10337,36,3,5679.36,11/21/2004 0:00,Shipped,USA,Medium
10349,34,5,4394.84,12/1/2004 0:00,Shipped,USA,Medium
10358,25,13,2528.25,12/10/2004 0:00,Shipped,Spain,Small
10372,48,6,7031.52,1/26/2005 0:00,Shipped,Japan,Large
10383,38,1,5340.9,2/22/2005 0:00,Shipped,Spain,Medium
10394,37,1,6376.58,3/15/2005 0:00,Shipped,Spain,Medium
10413,49,5,6896.75,5/5/2005 0:00,Shipped,USA,Medium
10100,22,4,1903.22,1/6/2003 0:00,Shipped,USA,Small
10110,28,8,2499.56,3/18/2003 0:00,Shipped,UK,Small
10124,36,7,3081.24,5/21/2003 0:00,Shipped,USA,Medium
10148,34,1,3598.22,9/11/2003 0:00,Shipped,Australia,Medium
10162,39,10,3912.09,10/18/2003 0:00,Shipped,USA,Medium
10173,21,14,1584.66,11/5/2003 0:00,Shipped,Italy,Small
10182,36,11,3942.72,11/12/2003 0:00,Shipped,USA,Medium
10193,24,15,2341.2,11/21/2003 0:00,Shipped,Australia,Small
10204,29,5,2482.11,12/2/2003 0:00,Shipped,USA,Small
10213,38,1,3602.02,1/22/2004 0:00,Shipped,UK,Medium
10227,34,11,3566.94,3/2/2004 0:00,Shipped,France,Medium
10241,42,3,3787.98,4/13/2004 0:00,Shipped,France,Medium
10280,35,17,3704.05,8/17/2004 0:00,Shipped,Italy,Medium
10288,35,6,2834.65,9/1/2004 0:00,Shipped,Singapore,Small
10302,38,2,3392.26,10/6/2003 0:00,Shipped,UK,Medium
10311,41,1,3358.31,10/16/2004 0:00,Shipped,Spain,Medium
10332,50,2,7310,11/17/2004 0:00,Shipped,UK,Large
10344,21,4,2203.11,11/25/2004 0:00,Shipped,France,Small
10367,43,8,2696.96,1/12/2005 0:00,Resolved,USA,Small
10380,32,1,3376.64,2/16/2005 0:00,Shipped,Spain,Medium
10407,6,3,541.14,4/22/2005 0:00,On Hold,USA,Small
10420,66,6,6134.7,5/29/2005 0:00,In Process,Australia,Medium
10105,41,10,3382.5,2/11/2003 0:00,Shipped,Denmark,Medium
10117,23,4,2240.66,4/16/2003 0:00,Shipped,Singapore,Small
10128,43,1,3962.88,6/6/2003 0:00,Shipped,Spain,Medium
10142,24,7,1685.28,8/8/2003 0:00,Shipped,USA,Small
10153,22,6,1834.36,9/28/2003 0:00,Shipped,Spain,Small
10166,26,1,1916.98,10/21/2003 0:00,Shipped,USA,Small
10177,35,8,2611,11/7/2003 0:00,Shipped,Spain,Small
10185,47,8,3630.28,11/14/2003 0:00,Shipped,USA,Medium
10197,50,14,5090.5,11/26/2003 0:00,Shipped,Spain,Medium
10208,45,8,3949.65,1/2/2004 0:00,Shipped,France,Medium
10221,39,2,3491.67,2/18/2004 0:00,Shipped,Belgium,Medium
10232,23,5,2059.19,3/20/2004 0:00,Shipped,UK,Small
10248,42,11,3170.16,5/7/2004 0:00,Cancelled,USA,Medium
10261,20,9,1790.6,6/17/2004 0:00,Shipped,Canada,Small
10273,33,12,2345.97,7/21/2004 0:00,Shipped,Belgium,Small
10283,34,14,3580.88,8/20/2004 0:00,Shipped,Canada,Medium
10293,49,3,4946.06,9/9/2004 0:00,Shipped,Italy,Medium
10306,39,8,3525.6,10/14/2004 0:00,Shipped,UK,Medium
10315,36,7,3602.16,10/29/2004 0:00,Shipped,France,Medium
10326,50,5,4300.5,11/9/2004 0:00,Shipped,Sweden,Medium
10337,29,2,4498.19,11/21/2004 0:00,Shipped,USA,Medium
10350,30,3,3023.1,12/2/2004 0:00,Shipped,Spain,Medium
10372,41,7,3562.49,1/26/2005 0:00,Shipped,Japan,Medium
10383,28,7,1640.24,2/22/2005 0:00,Shipped,Spain,Small
10396,45,5,4739.4,3/23/2005 0:00,Shipped,USA,Medium
10414,16,11,1207.68,5/6/2005 0:00,On Hold,USA,Small
10103,36,5,4228.2,1/29/2003 0:00,Shipped,Norway,Medium
10114,41,9,4815.45,4/1/2003 0:00,Shipped,France,Medium
10126,50,5,7083,5/28/2003 0:00,Shipped,Spain,Large
10140,40,5,4601.2,7/24/2003 0:00,Shipped,USA,Medium
10150,49,2,6467.02,9/19/2003 0:00,Shipped,Singapore,Medium
10164,45,3,5012.55,10/21/2003 0:00,Resolved,Austria,Medium
10175,47,10,5121.59,11/6/2003 0:00,Shipped,UK,Medium
10183,21,2,2441.04,11/13/2003 0:00,Shipped,USA,Small
10194,32,5,4262.08,11/25/2003 0:00,Shipped,France,Medium
10207,47,16,6658.02,12/9/2003 0:00,Shipped,USA,Medium
10217,38,5,4509.08,2/4/2004 0:00,Shipped,Singapore,Medium
10229,41,10,4716.23,3/11/2004 0:00,Shipped,USA,Medium
10245,21,3,2390.22,5/4/2004 0:00,Shipped,USA,Small
10259,41,13,4666.62,6/15/2004 0:00,Shipped,Singapore,Medium
10270,38,3,5383.08,7/19/2004 0:00,Shipped,Australia,Medium
10281,25,10,2482.25,8/19/2004 0:00,Shipped,USA,Small
10291,48,5,5288.64,9/8/2004 0:00,Shipped,Sweden,Medium
10305,22,14,2184.38,10/13/2004 0:00,Shipped,USA,Small
10313,28,8,2881.76,10/22/2004 0:00,Shipped,Canada,Small
10323,47,1,6203.06,11/5/2004 0:00,Shipped,Germany,Medium
10334,49,4,6763.47,11/19/2004 0:00,On Hold,Sweden,Medium
10347,45,4,5884.65,11/29/2004 0:00,Shipped,Australia,Medium
10357,28,2,3559.64,12/10/2004 0:00,Shipped,USA,Medium
10370,29,6,1668.37,1/20/2005 0:00,Shipped,Australia,Small
10382,39,1,4890.6,2/17/2005 0:00,Shipped,USA,Medium
10411,46,3,5235.72,5/1/2005 0:00,Shipped,Canada,Medium
10425,38,13,4325.16,5/31/2005 0:00,In Process,France,Medium
10103,41,9,1938.89,1/29/2003 0:00,Shipped,Norway,Small
10113,50,3,2490.5,3/26/2003 0:00,Shipped,USA,Small
10126,43,9,2314.69,5/28/2003 0:00,Shipped,Spain,Small
10140,29,9,1254.83,7/24/2003 0:00,Shipped,USA,Small
10150,30,6,1282.8,9/19/2003 0:00,Shipped,Singapore,Small
10164,25,7,1345.75,10/21/2003 0:00,Resolved,Austria,Small
10174,49,2,2194.22,11/6/2003 0:00,Shipped,Australia,Small
10183,40,6,1972,11/13/2003 0:00,Shipped,USA,Small
10194,41,9,1835.98,11/25/2003 0:00,Shipped,France,Small
10206,21,4,1119.93,12/5/2003 0:00,Shipped,Canada,Small
10215,46,1,2082.88,1/29/2004 0:00,Shipped,USA,Small
10229,39,14,1569.75,3/11/2004 0:00,Shipped,USA,Small
10245,45,7,2694.15,5/4/2004 0:00,Shipped,USA,Small
10258,21,4,1257.27,6/15/2004 0:00,Shipped,Japan,Small
10270,44,7,2567.84,7/19/2004 0:00,Shipped,Australia,Small
10281,44,14,2634.28,8/19/2004 0:00,Shipped,USA,Small
10291,29,9,1502.78,9/8/2004 0:00,Shipped,Sweden,Small
10304,34,4,1676.2,10/11/2004 0:00,Shipped,France,Small
10312,39,1,2217.15,10/21/2004 0:00,Shipped,USA,Small
10324,38,6,6832.02,11/5/2004 0:00,Shipped,USA,Medium
10333,24,8,1916.64,11/18/2004 0:00,Shipped,USA,Small
10348,29,6,7110.8,11/1/2004 0:00,Shipped,Spain,Large
10358,30,8,5302.8,12/10/2004 0:00,Shipped,Spain,Medium
10370,20,2,2730,1/20/2005 0:00,Shipped,Australia,Small
10382,39,2,7827.3,2/17/2005 0:00,Shipped,USA,Large
10411,35,7,2095.45,5/1/2005 0:00,Shipped,Canada,Small
10424,26,4,1556.62,5/31/2005 0:00,In Process,Spain,Small
10108,44,11,5565.12,3/3/2003 0:00,Shipped,Philippines,Medium
10122,28,15,3583.16,5/8/2003 0:00,Shipped,France,Medium
10135,31,12,4705.18,7/2/2003 0:00,Shipped,USA,Medium
10146,29,1,4444.54,9/3/2003 0:00,Shipped,USA,Medium
10159,32,7,4618.88,10/10/2003 0:00,Shipped,USA,Medium
10169,33,7,4910.4,11/4/2003 0:00,Shipped,Australia,Medium
10180,44,2,5565.12,11/11/2003 0:00,Shipped,France,Medium
10191,32,8,4237.76,11/20/2003 0:00,Shipped,Germany,Medium
10211,41,7,5673.58,1/15/2004 0:00,Shipped,France,Medium
10225,35,14,5260.15,2/22/2004 0:00,Shipped,Switzerland,Medium
10238,44,8,6350.96,4/9/2004 0:00,Shipped,Denmark,Medium
10252,26,4,3559.4,5/26/2004 0:00,Shipped,France,Medium
10264,20,2,2410.6,6/30/2004 0:00,Shipped,USA,Small
10276,48,8,5713.92,8/2/2004 0:00,Shipped,USA,Medium
10287,34,17,4300.32,8/30/2004 0:00,Shipped,Switzerland,Medium
10299,49,2,7947.31,9/30/2004 0:00,Shipped,Finland,Large
10310,40,15,5356.8,10/16/2004 0:00,Shipped,Germany,Medium
10319,45,3,7901.1,11/3/2004 0:00,Shipped,USA,Large
10330,50,4,6101,11/16/2004 0:00,Shipped,Philippines,Medium
10342,38,11,6276.46,11/24/2004 0:00,Shipped,Australia,Medium
10355,25,2,4203.5,12/7/2004 0:00,Shipped,Spain,Medium
10363,28,13,1629.04,1/6/2005 0:00,Shipped,Finland,Small
10378,49,8,3289.86,2/10/2005 0:00,Shipped,Spain,Medium
10390,49,3,6862.94,3/4/2005 0:00,Shipped,USA,Medium
10110,42,9,2574.18,3/18/2003 0:00,Shipped,UK,Small
10124,23,8,1327.79,5/21/2003 0:00,Shipped,USA,Small
10148,29,2,2356.25,9/11/2003 0:00,Shipped,Australia,Small
10161,25,1,2013.5,10/17/2003 0:00,Shipped,Denmark,Small
10173,39,15,2807.22,11/5/2003 0:00,Shipped,Italy,Small
10182,44,12,3072.96,11/12/2003 0:00,Shipped,USA,Medium
10193,25,16,1906.5,11/21/2003 0:00,Shipped,Australia,Small
10204,45,6,3431.7,12/2/2003 0:00,Shipped,USA,Medium
10213,25,2,2084.75,1/22/2004 0:00,Shipped,UK,Small
10227,37,12,2136.01,3/2/2004 0:00,Shipped,France,Small
10241,30,4,2009.7,4/13/2004 0:00,Shipped,France,Small
10267,36,1,2719.8,7/7/2004 0:00,Shipped,USA,Small
10279,26,1,1575.08,8/9/2004 0:00,Shipped,Spain,Small
10288,23,7,1688.43,9/1/2004 0:00,Shipped,Singapore,Small
10302,23,3,1672.1,10/6/2003 0:00,Shipped,UK,Small
10311,25,2,1674.75,10/16/2004 0:00,Shipped,Spain,Small
10332,21,3,3472.98,11/17/2004 0:00,Shipped,UK,Medium
10344,26,5,1649.18,11/25/2004 0:00,Shipped,France,Small
10367,44,9,3751,1/12/2005 0:00,Resolved,USA,Medium
10380,24,2,4536,2/16/2005 0:00,Shipped,Spain,Medium
10407,66,4,4421.34,4/22/2005 0:00,On Hold,USA,Medium
10420,36,7,2078.28,5/29/2005 0:00,In Process,Australia,Small
10110,36,13,3069,3/18/2003 0:00,Shipped,UK,Medium
10124,22,12,1713.8,5/21/2003 0:00,Shipped,USA,Small
10148,25,6,1506.5,9/11/2003 0:00,Shipped,Australia,Small
10161,37,5,2692.12,10/17/2003 0:00,Shipped,Denmark,Small
10172,32,3,2422.08,11/5/2003 0:00,Shipped,USA,Small
10182,47,16,3488.34,11/12/2003 0:00,Shipped,USA,Medium
10192,37,4,2583.34,11/20/2003 0:00,Shipped,USA,Small
10204,20,10,1249.4,12/2/2003 0:00,Shipped,USA,Small
10212,41,3,3374.71,1/16/2004 0:00,Shipped,Spain,Medium
10226,21,1,1265.46,2/26/2004 0:00,Shipped,USA,Small
10241,22,8,1681.46,4/13/2004 0:00,Shipped,France,Small
10267,40,5,3204,7/7/2004 0:00,Shipped,USA,Medium
10279,32,5,2398.72,8/9/2004 0:00,Shipped,Spain,Small
10288,36,11,2381.04,9/1/2004 0:00,Shipped,Singapore,Small
10301,27,1,1944.54,10/5/2003 0:00,Shipped,Norway,Small
10311,26,6,2273.7,10/16/2004 0:00,Shipped,Spain,Small
10321,30,3,2116.5,11/4/2004 0:00,Shipped,USA,Small
10332,23,4,1307.32,11/17/2004 0:00,Shipped,UK,Small
10344,29,7,1726.37,11/25/2004 0:00,Shipped,France,Small
10367,21,10,1267.77,1/12/2005 0:00,Resolved,USA,Small
10380,34,3,3441.82,2/16/2005 0:00,Shipped,Spain,Medium
10407,26,8,1987.18,4/22/2005 0:00,On Hold,USA,Small
10420,60,11,3880.2,5/29/2005 0:00,In Process,Australia,Medium
10104,35,6,1942.15,1/31/2003 0:00,Shipped,Spain,Small
10115,47,2,3259.92,4/4/2003 0:00,Shipped,USA,Medium
10127,20,8,1213.8,6/3/2003 0:00,Shipped,USA,Small
10141,20,2,1086.6,8/1/2003 0:00,Shipped,Finland,Small
10152,25,4,1632.75,9/25/2003 0:00,Shipped,Australia,Small
10165,25,9,1734,10/22/2003 0:00,Shipped,Singapore,Small
10176,27,8,1857.06,11/6/2003 0:00,Shipped,Italy,Small
10184,31,3,1863.41,11/14/2003 0:00,Shipped,Spain,Small
10195,44,3,2924.68,11/25/2003 0:00,Shipped,USA,Small
10207,49,4,2294.18,12/9/2003 0:00,Shipped,USA,Small
10220,26,8,1457.82,2/12/2004 0:00,Shipped,Ireland,Small
10230,36,6,1955.88,3/15/2004 0:00,Shipped,Germany,Small
10246,44,2,2314.4,5/5/2004 0:00,Shipped,Spain,Small
10259,28,1,1310.96,6/15/2004 0:00,Shipped,Singapore,Small
10271,45,2,2913.3,7/20/2004 0:00,Shipped,USA,Small
10282,29,11,1357.78,8/20/2004 0:00,Shipped,USA,Small
10292,40,5,2150,9/8/2004 0:00,Shipped,USA,Small
10305,45,2,2783.25,10/13/2004 0:00,Shipped,USA,Small
10314,44,11,2339.92,10/22/2004 0:00,Shipped,Denmark,Small
10324,25,14,1729,11/5/2004 0:00,Shipped,USA,Small
10336,45,4,5972.4,11/20/2004 0:00,Shipped,France,Medium
10349,48,4,2275.2,12/1/2004 0:00,Shipped,USA,Small
10358,44,14,2673.44,12/10/2004 0:00,Shipped,Spain,Small
10371,25,12,2431.75,1/23/2005 0:00,Shipped,USA,Small
10383,22,2,2018.72,2/22/2005 0:00,Shipped,Spain,Small
10394,31,2,1558.99,3/15/2005 0:00,Shipped,Spain,Small
10412,21,2,1104.6,5/3/2005 0:00,Shipped,Spain,Small
10425,55,1,2575.1,5/31/2005 0:00,In Process,France,Small
10107,25,3,2845.75,2/24/2003 0:00,Shipped,USA,Small
10120,35,1,3431.75,4/29/2003 0:00,Shipped,Australia,Medium
10134,35,3,3273.9,7/1/2003 0:00,Shipped,France,Medium
10145,43,7,4119.4,8/25/2003 0:00,Shipped,USA,Medium
10159,44,15,5355.68,10/10/2003 0:00,Shipped,USA,Medium
10168,50,2,5747.5,10/28/2003 0:00,Shipped,USA,Medium
10180,48,10,5355.36,11/11/2003 0:00,Shipped,France,Medium
10188,25,2,2535.75,11/18/2003 0:00,Shipped,Norway,Small
10201,39,3,4351.23,12/1/2003 0:00,Shipped,USA,Medium
10211,25,15,2254,1/15/2004 0:00,Shipped,France,Small
10223,32,2,2921.28,2/20/2004 0:00,Shipped,Australia,Small
10237,20,8,2299,4/5/2004 0:00,Shipped,USA,Small
10251,26,3,2637.18,5/18/2004 0:00,Shipped,USA,Small
10263,42,3,4307.52,6/28/2004 0:00,Shipped,USA,Medium
10275,21,2,2153.76,7/23/2004 0:00,Shipped,France,Small
10285,34,7,3716.88,8/27/2004 0:00,Shipped,USA,Medium
10299,47,10,5455.76,9/30/2004 0:00,Shipped,Finland,Medium
10309,21,6,2650.62,10/15/2004 0:00,Shipped,Norway,Small
10318,48,2,6437.28,11/2/2004 0:00,Shipped,USA,Medium
10329,30,7,2633.4,11/15/2004 0:00,Shipped,USA,Small
10339,27,10,2278.53,11/23/2004 0:00,Shipped,Japan,Small
10362,50,2,4846,1/5/2005 0:00,Shipped,USA,Medium
10374,38,6,4197.1,2/2/2005 0:00,Shipped,Australia,Medium
10389,45,1,4597.65,3/3/2005 0:00,Shipped,Sweden,Medium
10403,46,8,5287.7,4/8/2005 0:00,Shipped,UK,Medium
10417,35,3,3550.05,5/13/2005 0:00,Disputed,Spain,Medium
10110,29,15,1721.73,3/18/2003 0:00,Shipped,UK,Small
10123,50,1,2993.5,5/20/2003 0:00,Shipped,France,Small
10137,26,1,1295.06,7/10/2003 0:00,Shipped,France,Small
10148,47,8,2671.95,9/11/2003 0:00,Shipped,Australia,Small
10161,23,7,1226.59,10/17/2003 0:00,Shipped,Denmark,Small
10172,34,5,1453.84,11/5/2003 0:00,Shipped,USA,Small
10181,34,1,1830.22,11/12/2003 0:00,Shipped,Norway,Small
10192,47,6,2530.01,11/20/2003 0:00,Shipped,USA,Small
10204,45,12,2241.45,12/2/2003 0:00,Shipped,USA,Small
10212,45,5,2399.85,1/16/2004 0:00,Shipped,Spain,Small
10226,36,3,1557.72,2/26/2004 0:00,Shipped,USA,Small
10241,21,10,845.25,4/13/2004 0:00,Shipped,France,Small
10266,28,1,1352.4,7/6/2004 0:00,Shipped,Italy,Small
10278,35,1,1584.8,8/6/2004 0:00,Shipped,USA,Small
10288,50,13,2616,9/1/2004 0:00,Shipped,Singapore,Small
10301,22,3,1129.04,10/5/2003 0:00,Shipped,Norway,Small
10311,45,8,2218.5,10/16/2004 0:00,Shipped,Spain,Small
10321,48,5,2028.48,11/4/2004 0:00,Shipped,USA,Small
10332,20,5,1759.2,11/17/2004 0:00,Shipped,UK,Small
10343,27,6,977.67,11/24/2004 0:00,Shipped,France,Small
10367,38,11,1463,1/12/2005 0:00,Resolved,USA,Small
10379,32,3,3970.56,2/10/2005 0:00,Shipped,Spain,Medium
10407,64,10,2576,4/22/2005 0:00,On Hold,USA,Small
10420,37,13,2233.69,5/29/2005 0:00,In Process,Australia,Small
10106,28,4,2481.64,2/17/2003 0:00,Shipped,Italy,Small
10120,39,10,4651.53,4/29/2003 0:00,Shipped,Australia,Medium
10133,41,5,3858.1,6/27/2003 0:00,Shipped,Spain,Medium
10145,40,16,3501.6,8/25/2003 0:00,Shipped,USA,Medium
10168,49,11,6433.7,10/28/2003 0:00,Shipped,USA,Medium
10210,27,9,2658.96,1/12/2004 0:00,Shipped,Japan,Small
10223,34,11,3608.76,2/20/2004 0:00,Shipped,Australia,Medium
10235,23,5,2214.67,4/2/2004 0:00,Shipped,Canada,Small
10250,31,6,2747.53,5/11/2004 0:00,Shipped,USA,Small
10262,34,1,3310.92,6/24/2004 0:00,Cancelled,Spain,Medium
10275,25,11,2380,7/23/2004 0:00,Shipped,France,Small
10284,22,3,2310.88,8/21/2004 0:00,Shipped,Norway,Small
10297,32,6,4061.76,9/16/2004 0:00,Shipped,Ireland,Medium
10308,31,9,3493.7,10/15/2004 0:00,Shipped,USA,Medium
10316,25,1,2872.25,11/1/2004 0:00,Shipped,UK,Small
10328,47,14,4114.38,11/12/2004 0:00,Shipped,Italy,Medium
10339,21,7,1063.65,11/23/2004 0:00,Shipped,Japan,Small
10353,28,2,2008.44,12/4/2004 0:00,Shipped,USA,Small
10374,46,3,4328.6,2/2/2005 0:00,Shipped,Australia,Medium
10386,33,11,1376.43,3/1/2005 0:00,Resolved,Spain,Small
10398,43,16,5552.16,3/30/2005 0:00,Shipped,France,Medium
10401,38,5,3659.02,4/3/2005 0:00,On Hold,USA,Medium
10416,47,6,4165.61,5/10/2005 0:00,Shipped,Italy,Medium
10101,45,3,1404,1/9/2003 0:00,Shipped,Germany,Small
10110,20,3,710.2,3/18/2003 0:00,Shipped,UK,Small
10124,45,2,1702.8,5/21/2003 0:00,Shipped,USA,Small
10149,36,7,1194.84,9/12/2003 0:00,Shipped,USA,Small
10162,37,5,1007.14,10/18/2003 0:00,Shipped,USA,Small
10173,31,9,977.43,11/5/2003 0:00,Shipped,Italy,Small
10182,39,6,1436.76,11/12/2003 0:00,Shipped,USA,Small
10193,26,10,759.46,11/21/2003 0:00,Shipped,Australia,Small
10205,32,5,1189.44,12/3/2003 0:00,Shipped,Spain,Small
10214,20,3,683.8,1/26/2004 0:00,Shipped,Spain,Small
10227,42,6,1226.82,3/2/2004 0:00,Shipped,France,Small
10243,33,1,974.82,4/26/2004 0:00,Shipped,USA,Small
10280,20,12,577.6,8/17/2004 0:00,Shipped,Italy,Small
10288,29,1,1106.93,9/1/2004 0:00,Shipped,Singapore,Small
10304,23,16,694.6,10/11/2004 0:00,Shipped,France,Small
10312,39,13,1152.06,10/21/2004 0:00,Shipped,USA,Small
10322,20,3,2624,11/4/2004 0:00,Shipped,USA,Small
10332,45,6,3685.95,11/17/2004 0:00,Shipped,UK,Medium
10344,20,6,703.6,11/25/2004 0:00,Shipped,France,Small
10356,48,5,9720,12/9/2004 0:00,Shipped,France,Large
10367,23,13,834.67,1/12/2005 0:00,Resolved,USA,Small
10380,32,4,2257.92,2/16/2005 0:00,Shipped,Spain,Small
10391,33,8,8344.71,3/9/2005 0:00,Shipped,Australia,Large
10409,61,1,1801.94,4/23/2005 0:00,Shipped,Singapore,Small
10420,45,1,1209.6,5/29/2005 0:00,In Process,Australia,Small
10107,38,7,3155.14,2/24/2003 0:00,Shipped,USA,Medium
10120,34,5,2848.86,4/29/2003 0:00,Shipped,Australia,Small
10134,43,7,3570.29,7/1/2003 0:00,Shipped,France,Medium
10145,47,11,3902.41,8/25/2003 0:00,Shipped,USA,Medium
10158,22,1,1474.66,10/10/2003 0:00,Shipped,Norway,Small
10168,29,6,2186.89,10/28/2003 0:00,Shipped,USA,Small
10180,28,14,1919.4,11/11/2003 0:00,Shipped,France,Small
10188,40,6,3656,11/18/2003 0:00,Shipped,Norway,Medium
10201,25,7,1847,12/1/2003 0:00,Shipped,USA,Small
10210,30,4,1851,1/12/2004 0:00,Shipped,Japan,Small
10223,38,6,2633.78,2/20/2004 0:00,Shipped,Australia,Small
10236,36,3,3153.6,4/3/2004 0:00,Shipped,USA,Medium
10250,32,1,2803.2,5/11/2004 0:00,Shipped,USA,Small
10263,37,7,2311.02,6/28/2004 0:00,Shipped,USA,Small
10275,30,6,2399.4,7/23/2004 0:00,Shipped,France,Small
10285,39,11,2733.12,8/27/2004 0:00,Shipped,USA,Small
10297,32,1,2096.32,9/16/2004 0:00,Shipped,Ireland,Small
10308,47,4,2971.34,10/15/2004 0:00,Shipped,USA,Small
10318,26,6,2257.58,11/2/2004 0:00,Shipped,USA,Small
10329,37,4,3493.91,11/15/2004 0:00,Shipped,USA,Medium
10340,55,8,4398.9,11/24/2004 0:00,Shipped,Spain,Medium
10363,21,8,3595.62,1/6/2005 0:00,Shipped,Finland,Medium
10375,23,9,2443.29,2/3/2005 0:00,Shipped,France,Small
10389,49,2,3988.6,3/3/2005 0:00,Shipped,Sweden,Medium
10402,59,3,5168.4,4/7/2005 0:00,Shipped,France,Medium
10416,32,1,2803.2,5/10/2005 0:00,Shipped,Italy,Small
10105,43,9,6341.21,2/11/2003 0:00,Shipped,Denmark,Medium
10117,41,3,5189.78,4/16/2003 0:00,Shipped,Singapore,Medium
10129,45,9,6027.75,6/12/2003 0:00,Shipped,UK,Medium
